sExpr,Sharpe,Ret,TO,Margin,DD,DD_Len,MRate,AdjTO,LSharpe,SSharpe,LRet,SRet,LMrate,SMrate,LSB,totalSortPnlRatio,sectorSortPnlRatio,groupSortPnlRatio,groupTopPnlRatio
"SST_TM40Test1_181_14835::-sub(ts_norm(x2,555),ts_norm(x1,555));2 TCFBaseClean 5 TCFBaseClean 2::ma_1 20::ema1_1 0.002430000483::no_neu::general_nor::20110104::20180102",0.163981154561043,1.01524114608765,2.78292560577393,2.14342379570007,0.0469773411750793,263,0.426539927721024,6.52442026138306,0.0887460932135582,0.111511714756489,0.474518865346909,0.540722250938416,0.133304163813591,0.126839101314545,0.00646506249904633,0.858502984046936,1.68986666202545,4.52960109710693,0.147986322641373
"SST_TM40Test1_181_47950::mul(ts_norm(div(ts_avg(x1,180),ts_std(x1,555)),555),abs(ts_corr(ts_norm(div(ts_avg(x1,180),ts_std(x1,555)),1110),x1,555)));1 TCFBaseClean 1::ma_1 20::ema1_1 0.09000000715::no_neu::general_nor::20110104::20180102",0.160425812005997,1.24940991401672,3.36723494529724,2.18007779121399,0.0679698809981346,118,0.501912295818329,6.70881080627441,0.0773134753108025,0.124463260173798,0.459167003631592,0.790242671966553,0.151784583926201,0.1553745418787,-0.00358995795249939,0.846084952354431,1.65839242935181,4.21120357513428,0.138132199645042
"SST_TM40Test1_181_20830::-rsi(ts_detrend(x2,10),ts_detrend(x1,10));2 TCFBaseClean 5 TCFBaseClean 2::ma_1 225::ema1_1 0.01::no_neu::general_nor::20110104::20180102",0.121453993022442,0.856707274913788,1.35306131839752,3.72010684013367,0.0564671754837036,133,0.498383849859238,2.71489810943604,0.0735205784440041,0.0737576708197594,0.414928108453751,0.44177919626236,0.136221632361412,0.13872492313385,-0.00250329077243805,1.13471102714539,2.30915999412537,5.81920146942139,0.214966312050819
"SST_TM40Test1_181_5934::mul(ts_norm(x1,555),abs(ts_corr(ts_norm(x1,555),x2,1110)));2 TCFBaseClean 2 TCFBaseClean 1::ma_1 5::ema1_1 0.09000000715::no_neu::general_nor::20110104::20180102",0.146802470088005,1.19437336921692,3.01898050308228,2.32445025444031,0.10014096647501,336,0.491721630096436,6.13961267471313,0.0809883698821068,0.104118354618549,0.458321452140808,0.7360520362854,0.149556010961533,0.1539206802845,-0.00436466932296753,0.964838445186615,1.97620606422424,4.67379093170166,0.135309517383575
"SST_TM40Test1_181_32791::power_(ts_norm(div(ts_detrend(x2,4),abs(ts_avg(x1,5))),1110),0.5);2 TCFBaseClean 6 TCFBaseClean 1::ma_1 20::ema1_1 0.008100001287::no_neu::general_nor::20110104::20180102",0.164757058024406,1.16398942470551,3.72866368293762,1.83415603637695,0.0452786087989807,133,0.506123244762421,7.36710643768311,0.111212819814682,0.0893798619508743,0.612945020198822,0.551044225692749,0.137330874800682,0.14938448369503,-0.0120536088943481,0.840266287326813,1.61274755001068,4.34358024597168,0.0827435404062271
"SST_TM40Test1_181_44463::mul(sub(ts_norm(x1,5),ts_norm(x1,1110)),abs(ts_corr(sub(ts_norm(x1,5),ts_norm(x1,1110)),x2,1110)));2 TCFBaseClean 7 TCFBaseClean 1::ma_1 60::ema1_1 0.01::no_neu::general_nor::20110104::20180102",0.10710670799017,0.618259906768799,0.838846027851105,4.3304123878479,0.0886722803115845,268,0.52674126625061,1.59251999855042,0.0294419471174479,0.0803936794400215,0.148864597082138,0.469395399093628,0.148536384105682,0.148816153407097,-0.00027976930141449,1.23824954032898,2.65677165985107,7.42647266387939,0.139953717589378
"SST_TM40Test1_181_24198::power_(mul(ts_sub_mean(div(ts_detrend(x3,2),abs(ts_std(x2,180))),1600),ts_avg(x1,100)),0.5);3 TCFBidAskPrice 4 TCFBaseClean 2 TCFBaseClean 1::ma_1 20::ema1_1 0.008100001287::no_neu::general_nor::20110104::20180102",0.160644054412842,1.11348295211792,3.40677165985107,1.92035269737244,0.056886151432991,170,0.453897774219513,7.50559234619141,0.107834748923779,0.0953331142663956,0.611649870872498,0.501833021640778,0.137225657701492,0.140186786651611,-0.00296112895011902,0.849466681480408,1.58583009243011,4.10953521728516,0.116723842918873
"SST_TM40Test1_181_533::sign(ts_detrend(x1,2));1 TCFBaseClean 1::ma_1 20::ema1_1 0.002430000483::no_neu::general_nor::20110104::20180102",0.15399906039238,0.96578049659729,2.75051069259644,2.06303000450134,0.0407686680555344,141,0.516861438751221,5.32156324386597,0.0827924311161041,0.0949291288852692,0.371209174394608,0.59457129240036,0.122026927769184,0.17017774283886,-0.0481508150696754,0.918279707431793,1.77829086780548,5.11681413650513,0.177739709615707
"SST_TM40Test1_181_34070::ts_detrend(rsi(ts_avg(x1,5),ts_avg(x2,5)),9);2 TCFBaseClean 5 TCFBaseClean 2::ma_1 225::ema1_1 0.09000000715::no_neu::general_nor::20110104::20180102",0.139471665024757,1.21006083488464,2.86980390548706,2.47739601135254,0.0642708092927933,133,0.486132025718689,5.90334224700928,0.0932862386107445,0.083590030670166,0.621045112609863,0.589015543460846,0.13375698029995,0.134303718805313,-0.000546738505363464,1.07339525222778,1.93163704872131,4.54539442062378,0.181849107146263
"SST_TM40Test1_181_18573::-sign(sub(ts_avg(x2,5),ts_avg(x1,5)));2 TCFBaseClean 5 TCFBaseClean 2::ma_1 225::ema1_1 0.09000000715::no_neu::general_nor::20110104::20180102",0.155759453773499,1.12314701080322,3.40531587600708,1.93784773349762,0.0474581122398376,109,0.503272473812103,6.76634645462036,0.103257216513157,0.092144139111042,0.563002407550812,0.560144901275635,0.143476366996765,0.14136765897274,0.00210870802402496,0.924192905426025,1.66809344291687,4.4645791053772,0.112087905406952
"SST_TM40Test1_181_26380::ts_sub_mean(div(ts_norm(x1,1000),abs(ts_std(x2,60))),1110);2 TCFBaseClean 2 TCFBaseClean 1::ma_1 20::ema1_1 1::no_neu::general_nor::20110104::20180102",0.151949062943459,0.908382415771484,2.75201630592346,1.93935883045197,0.0449332594871521,87,0.510653018951416,5.38920974731445,0.0879463404417038,0.101205006241798,0.383786022663116,0.524596452713013,0.148855552077293,0.150392845273018,-0.00153729319572449,0.937199115753174,1.68117964267731,4.77692747116089,0.132901534438133
